"Source";"nr.results"
"1988_DP_Knowing when you don't know  Developmental and situational considerations  EBSCOhost";4
"1988_DP_Levels of bilingualism and levels of linguistic awareness  EBSCOhost";12
"1988_DP_Limitations on preschool children's knowledge about counting  Using countin...  EBSCOhost";8
"1988_DP_Low and high mathematics achievement in Japanese, Chinese, and American ele...  EBSCOhost";7
"1988_DP_Maternal speech to infants in a tonal language  Support for universal proso...  EBSCOhost";8
"1988_DP_Mother-infant face-to-face interaction in Japan and the United States  A la...  EBSCOhost";2
"1988_DP_Mothers' attributions regarding their children's social behavior and person...  EBSCOhost";17
"1988_DP_Mothers and fathers of young developmentally disabled and nondisabled boys ...  EBSCOhost";8
"1988_DP_Mothers and fathers teaching 3-year-olds  Authoritative parenting and adult...  EBSCOhost";3
"1988_DP_Moving away from the world  Life-course patterns of shy children  EBSCOhost";33
"1988_DP_Nondeliberate memory for a novel event among preschoolers  EBSCOhost";13
"1988_DP_Old and young adults' recall of events  EBSCOhost";8
"1988_DP_Oropharyngeal control of hand-mouth coordination in newborn infants  EBSCOhost";2
"1988_DP_Parental perceptions of child-rearing practices in physically abusive and n...  EBSCOhost";6
"1988_DP_Parents' management of preschooler's peer relations  Is it related to child...  EBSCOhost";16
"1988_DP_Patterns of brain electrical activity during facial signs of emotion in 10-...  EBSCOhost";12
"1988_DP_Perceptual grouping by infants and preschool children  EBSCOhost";2
"1988_DP_Postpartum adjustment in first-time mothers  Relations between mood, matern...  EBSCOhost";20
"1988_DP_Preschool children's social status and their mothers' behavior and knowledg...  EBSCOhost";24
"1988_DP_Preschoolers' attributions of the situational determinants of others' natur...  EBSCOhost";22
"1988_DP_Preschoolers' strategies of attention on a same-different task  EBSCOhost";7
"1988_DP_Reception of mother's referential messages by deaf and hearing children  EBSCOhost";7
"1988_DP_Recognition and posing of emotional expressions by abused children and thei...  EBSCOhost";14
"1988_DP_Relations between early child care and schooling  EBSCOhost";6
"1988_DP_Relations between hormone levels and observational measures of aggressive b...  EBSCOhost";4
"1988_DP_Retrieval of a basic-level category in prelinguistic infants  EBSCOhost";9
"1988_DP_Sensory dominance in infants  II. Ten-month-old infants' response to audito...  EBSCOhost";13
"1988_DP_Similarities and differences in infant-mother and infant-father interaction...  EBSCOhost";1
"1988_DP_Social cognition as segmentation of the stream of behavior  EBSCOhost";9
"1988_DP_Social networks and aggressive behavior  Peer support or peer rejection   EBSCOhost";12
"1988_DP_The ability to perceive duration  Its relation to the development of the lo...  EBSCOhost";2
"1988_DP_The child's understanding of commitment  EBSCOhost";8
"1988_DP_The effect of misleading questions in promoting nonconservation responses i...  EBSCOhost";14
"1988_DP_The issue of negative evidence  Adult responses to children's language erro...  EBSCOhost";6
"1988_DP_The role of physical attractiveness in the observation of adult-child inter...  EBSCOhost";47
"1988_DP_Type A behavior in children, adolescents, and their parents  EBSCOhost";8
"1988_DP_Understanding parent-adolescent interactions  Perceptions of family members...  EBSCOhost";19
"1988_DP_Variation in seriousness of transgressions and children's moral and convent...  EBSCOhost";16
"1988_DP_Verbal interaction in families of normal and expressive-language-delayed ch...  EBSCOhost";19
"1988_DP_Victims of peer aggression  EBSCOhost";13
"1988_DP_When do American children and adults reason in social conventional terms   EBSCOhost";14
"1988_DP_Young adults' perceptions of their relationships with their parents  Indivi...  EBSCOhost";12
"1988_DP_Young children's conception of distance  EBSCOhost";16
"1989_DP_A test of color constancy in 9- and 20-week-old human infants following sim...  EBSCOhost";21
"1989_DP_Affiliation structures in groups of young children  A computer simulation  EBSCOhost";6
"1989_DP_Age differences in adolescents' perceptions of their peer groups  EBSCOhost";20
"1989_DP_Aging and memory for action events  The role of familiarity  EBSCOhost";35
"1989_DP_An observational investigation of sibling interactions in married and divor...  EBSCOhost";7
"1989_DP_Anomalous bimanual coordination among dyslexic boys  EBSCOhost";15
"1989_DP_Assessment of interpersonal negotiation strategies in youth engaged in prob...  EBSCOhost";4
"1989_DP_Attachment, temperament, and adrenocortical activity in infancy  A study of...  EBSCOhost";13
"1989_DP_Baby, it's in your smile  Right hemiface bias in infant emotional expressio...  EBSCOhost";27
"1989_DP_Betty is a bouncing bubble  Children's comprehension of emotion-descriptive...  EBSCOhost";10
"1989_DP_Birth order and activity level in children  EBSCOhost";1
"1989_DP_Categorization of speech by infants  Support for speech-sound prototypes  EBSCOhost";25
"1989_DP_Children's adjustment in joint and sole physical custody families  EBSCOhost";6
"1989_DP_Children's ascriptions of knowledge to others  EBSCOhost";8
"1989_DP_Children's concurrent use of rehearsal and organizational strategies  EBSCOhost";14
"1989_DP_Children's naturalistic entry behavior and sociometric status  A developmen...  EBSCOhost";18
"1989_DP_Children's use of gender-related information in making social judgments  EBSCOhost";7
"1989_DP_Children's wayfinding  Response to instructions to use environmental landma...  EBSCOhost";7
"1989_DP_Classroom contextual effects on children's play  EBSCOhost";9
"1989_DP_Collaborative problem solving and children's planning skills  EBSCOhost";37
"1989_DP_Communicative functioning in maltreated toddlers  EBSCOhost";12
"1989_DP_Coping with adults' angry behavior  Behavioral, physiological, and verbal r...  EBSCOhost";26
"1989_DP_Deception in 3-year-olds  EBSCOhost";4
"1989_DP_Development of eating problems in adolescent girls  A longitudinal study  EBSCOhost";2
"1989_DP_Development of elementary deductive reasoning in young children  EBSCOhost";9
"1989_DP_Development of maternal social skills in multiproblem families  Effects on ...  EBSCOhost";15
"1989_DP_Development of object categories and inclusion relations  Preschoolers' hyp...  EBSCOhost";6
"1989_DP_Developmental stability in jumping  EBSCOhost";10
"1989_DP_Disorganized disoriented attachment relationships in maltreated infants  EBSCOhost";6
"1989_DP_Duration illusion and auditory grouping in infancy  EBSCOhost";9
"1989_DP_Effect of expectancy inductions on rejected children's acceptance by unfami...  EBSCOhost";7
"1989_DP_Effects of maltreatment on school-age children's socioemotional development...  EBSCOhost";12
"1989_DP_Effects of marital discord on young children's peer interaction and health  EBSCOhost";1
"1989_DP_Effects of rewards on children's prosocial motivation  A socialization stud...  EBSCOhost";15
"1989_DP_Effects of sociometric testing on children's behavior and loneliness in sch...  EBSCOhost";9
"1989_DP_Evidence for the convergent validity of two self-report metamemory question...  EBSCOhost";3
"1989_DP_Friendship and aggressiveness as determinants of conflict outcomes in middl...  EBSCOhost";24
"1989_DP_Gains and losses in development throughout adulthood as perceived by differ...  EBSCOhost";22
"1989_DP_Gender schema, gender constancy, and gender-role knowledge  The roles of co...  EBSCOhost";2
"1989_DP_Growth and aggression  I. Childhood to early adolescence  EBSCOhost";11
"1989_DP_Imitation in newborn infants  Exploring the range of gestures imitated and ...  EBSCOhost";18
"1989_DP_Individual differences in the reactivity of young infants  EBSCOhost";2
"1989_DP_Infant visual attention  Relation to birth status and developmental outcome...  EBSCOhost";8
"1989_DP_Infants' sensitivity to optical flow for controlling posture  EBSCOhost";22
"1989_DP_Influences of cognitive slowing on age differences in intelligence  EBSCOhost";11
"1989_DP_Integrating language and gesture in infancy  EBSCOhost";18
"1989_DP_Knowledge of strategies for dealing with everyday problems from childhood t...  EBSCOhost";24
"1989_DP_Knowledge, strategy, and motivational contributions to preschool children's...  EBSCOhost";6
"1989_DP_Measurement as a tool for thought  The role of measuring procedures in chil...  EBSCOhost";18
"1989_DP_Memory self-efficacy and performance differences in young and old adults  T...  EBSCOhost";15
"1989_DP_Object manipulation and exploration in 2- to 5-month-old infants  EBSCOhost";6
"1989_DP_One thing follows another  Effects of temporal structure on 1- to 2-year-ol...  EBSCOhost";12
"1989_DP_Operational thought and the acquisition of taxonomic relations involving fi...  EBSCOhost";20
"1989_DP_Organizational perspective on cognitive control functioning and cognitive-a...  EBSCOhost";20
"1989_DP_Origins of infant-mother attachment  An examination of interactional synchr...  EBSCOhost";7
"1989_DP_Parent and child stress and symptoms  An integrative analysis  EBSCOhost";8
"1989_DP_Parts, partonomies, and taxonomies  EBSCOhost";28
"1989_DP_Perceived control and intellectual functioning in the elderly  A 5-year lon...  EBSCOhost";7
"1989_DP_Perceived control over caregiving outcomes  Implications for child abuse  EBSCOhost";3
"1989_DP_Personal self-regulation of development  Cross-sequential analyses of devel...  EBSCOhost";13
"1989_DP_Personalized inferences of emotions and appraisals  Component processes and...  EBSCOhost";18
"1989_DP_Psychophysiological correlates of emotional reactivity during the first yea...  EBSCOhost";19
"1989_DP_Regulation of cognitive processes through perceived self-efficacy  EBSCOhost";4
"1989_DP_Reliability and validity of the Memory Self-Efficacy Questionnaire  EBSCOhost";1
"1989_DP_Sensorimotor and motivational determinants of hand-mouth coordination in 1-...  EBSCOhost";1
"1989_DP_Sex differences in the consequences that children anticipate for aggression  EBSCOhost";17
"1989_DP_Sexual behavior and nonsexual deviance  A sibling study of their relationsh...  EBSCOhost";2
"1989_DP_Sibling relationships of children with disabled and nondisabled brothers an...  EBSCOhost";42
"1989_DP_Social cognition and adjustment in children at risk for psychopathology  EBSCOhost";8
"1989_DP_Social influences on children's problem solving  EBSCOhost";5
"1989_DP_Strategy acquisition and transfer among American and German children  Envir...  EBSCOhost";1
"1989_DP_Structural invariance of cognitive abilities across the adult life span  A ...  EBSCOhost";2
"1989_DP_Structural model for antisocial behavior  Generalization to single-mother f...  EBSCOhost";1
"1989_DP_Structural parallels between pretend play and narratives  EBSCOhost";2
"1989_DP_Telling tales  Aging, working memory, and the narrative cohesion of story r...  EBSCOhost";19
"1989_DP_Temperament ratings at 2 weeks, 2 months, and 1 year  Differential stablity...  EBSCOhost";1
"1989_DP_Testing-the-limits and the study of adult age differences in cognitive plas...  EBSCOhost";24
"1989_DP_The discriminating nature of infants' exploratory actions  EBSCOhost";13
"1989_DP_The emergence of a tool-using skill in infancy  EBSCOhost";1
"1989_DP_The relation between values and social competence in early adolescence  EBSCOhost";6
"1989_DP_Toddlers' social coordinations  Changing responses to another's invitation ...  EBSCOhost";35
"1989_DP_Toddlers' social interactions in the context of moral and conventional tran...  EBSCOhost";21
"1989_DP_Transition from rocking to crawling  Postural constraints on infant movemen...  EBSCOhost";6
